phase,split,checkpoint_type,epoch,sample_index,user_id,target_timestamp,history_apps,history_ids,length,target_app,target_id,predicted_app,predicted_target_id,predicted_probability,hit_rank,top_k_apps,top_k_target_ids,top_k_probabilities,top_k_logits,logits,probabilities
final_eval,test,last,,19,device-00000060,2026-05-04 21:43:10,华为邮箱,[11],1,备忘录,2,抖音,6,0.06126747,9,"[""抖音"",""海泰浏览器"",""哔哩哔哩""]","[6,11,7]","[0.06126747,0.0603568,0.0572639]","[0.15634371,0.1413683,0.08876499]","[0.06504051,0.02116998,0.01955166,-0.05610375,-0.05253843,-0.02623208,0.15634371,0.08876499,-0.22099677,-0.0297109,0.00456042,0.1413683,-0.08394878,0.00039666,-0.0116505,0.02978157,0.02949294,-0.07606654,0.02093893]","[0.05592133,0.05352107,0.05343452,0.04954105,0.049718,0.05104325,0.06126747,0.0572639,0.04201004,0.05086599,0.05263945,0.0603568,0.04818061,0.05242072,0.05179299,0.05398396,0.05396838,0.04856188,0.0535087]"
final_eval,test,last,,20,device-00000060,2026-05-04 22:28:09,华为邮箱|备忘录,"[11,4]",2,WPS,0,WPS,0,0.07999331,1,"[""WPS"",""华为浏览器"",""抖音""]","[0,1,6]","[0.07999331,0.06529143,0.05964782]","[0.41412765,0.2110455,0.12064233]","[0.41412765,0.2110455,0.10024235,-0.03549294,0.08212345,-0.04211981,0.12064233,0.06362893,-0.14327984,0.10173023,-0.08844376,-0.04729611,-0.17468543,-0.20284659,-0.22052068,-0.00061742,-0.23916565,-0.11018199,-0.13405924]","[0.07999331,0.06529143,0.05844334,0.05102534,0.05739395,0.05068832,0.05964782,0.05634223,0.04581152,0.05853035,0.04839379,0.05042662,0.04439514,0.04316236,0.0424062,0.05283627,0.04162287,0.04735315,0.04623588]"
final_eval,test,last,,21,device-00000060,2026-05-04 22:32:47,华为邮箱|备忘录|WPS,"[11,4,2]",3,小红书,10,华为浏览器,1,0.09016258,12,"[""华为浏览器"",""备忘录"",""WPS""]","[1,2,0]","[0.09016258,0.0870885,0.08640616]","[0.52265668,0.48796701,0.48010129]","[0.48010129,0.52265668,0.48796701,0.15528062,0.09589858,-0.1184033,0.09532682,-0.04239808,-0.38502029,0.01854584,-0.18776335,-0.08768258,-0.21821707,-0.48130035,-0.47799173,-0.10734237,-0.3821018,-0.21560836,-0.37799427]","[0.08640616,0.09016258,0.0870885,0.06244202,0.05884203,0.04749168,0.05880839,0.05124201,0.03637703,0.05446202,0.04430929,0.0489733,0.04298025,0.03303796,0.03314746,0.04801989,0.03648335,0.04309252,0.03663351]"
final_eval,test,last,,22,device-00000079,2026-05-01 18:19:49,华为浏览器,[3],1,华为音乐,4,WPS,0,0.0809985,7,"[""WPS"",""微信"",""华为浏览器""]","[0,3,1]","[0.0809985,0.06947647,0.06564708]","[0.40398413,0.25054166,0.19384673]","[0.40398413,0.19384673,0.02805375,0.25054166,-0.01133633,-0.07104757,0.04564459,0.11761377,-0.06556895,-0.02245101,-0.20272967,-0.12861072,-0.27762192,-0.2018494,-0.26994151,-0.07231759,-0.12073218,-0.21187642,-0.22190216]","[0.0809985,0.06564708,0.05561763,0.06947647,0.05346943,0.05037016,0.05660464,0.06082861,0.05064688,0.05287843,0.04415547,0.04755256,0.04096936,0.04419435,0.04128524,0.05030623,0.04792869,0.04375343,0.04331696]"
final_eval,test,last,,23,device-00000079,2026-05-01 23:16:26,微信,[5],1,WPS,0,WPS,0,0.08571474,1,"[""WPS"",""华为浏览器"",""华为音乐""]","[0,1,4]","[0.08571474,0.08265866,0.06150256]","[0.44846028,0.41215512,0.11651426]","[0.44846028,0.41215512,0.09868817,0.03281443,0.11651426,-0.02869501,0.0948637,0.06621234,-0.1815924,0.01174656,-0.2216123,-0.16876906,-0.24092408,-0.27406815,-0.33071974,-0.17459321,-0.26061139,-0.32061225,-0.35657457]","[0.08571474,0.08265866,0.06041592,0.05656435,0.06150256,0.05318995,0.06018531,0.05848538,0.04564856,0.05538512,0.04385778,0.0462377,0.04301893,0.04161648,0.03932438,0.04596918,0.04218029,0.03972387,0.03832069]"
final_eval,test,last,,24,device-00000079,2026-05-16 00:08:29,备忘录,[4],1,WPS,0,WPS,0,0.08971044,1,"[""WPS"",""华为浏览器"",""备忘录""]","[0,1,2]","[0.08971044,0.07165939,0.06338761]","[0.51290429,0.28824121,0.16558544]","[0.51290429,0.28824121,0.16558544,0.02131892,0.06147591,-0.05240984,-0.01121944,0.0800637,-0.06990828,0.08606992,-0.11832032,-0.28630191,-0.21485159,-0.2854811,-0.27742651,0.00930883,-0.26796556,-0.20078778,-0.27927306]","[0.08971044,0.07165939,0.06338761,0.05487193,0.05712026,0.05097183,0.05311522,0.05819193,0.05008766,0.05854249,0.04772057,0.04034151,0.0433294,0.04037464,0.04070115,0.05421685,0.04108805,0.04394308,0.04062606]"
final_eval,test,last,,25,device-00000079,2026-05-16 00:08:34,备忘录|WPS,"[4,2]",2,备忘录,2,华为浏览器,1,0.10447381,3,"[""华为浏览器"",""WPS"",""备忘录""]","[1,0,2]","[0.10447381,0.10058796,0.10002085]","[0.66405255,0.62614864,0.62049472]","[0.62614864,0.66405255,0.62049472,0.21467236,0.06097429,-0.16459708,-0.04393486,-0.05534523,-0.37592739,-0.07717832,-0.23637421,-0.31894705,-0.28541842,-0.58163053,-0.53767997,-0.14870228,-0.41858,-0.30502886,-0.53187537]","[0.10058796,0.10447381,0.10002085,0.06665675,0.05716022,0.04561729,0.05146742,0.0508835,0.0369275,0.0497846,0.04245776,0.03909275,0.04042569,0.03006174,0.03141244,0.04634816,0.03538556,0.03964065,0.0315953]"
final_eval,test,last,,26,device-00000079,2026-05-16 00:08:34,备忘录|WPS|备忘录,"[4,2,4]",3,WPS,0,WPS,0,0.13772266,1,"[""WPS"",""华为浏览器"",""备忘录""]","[0,1,2]","[0.13772266,0.0958465,0.08679844]","[0.95223796,0.58974403,0.49058461]","[0.95223796,0.58974403,0.49058461,0.10912317,0.03715394,-0.14702137,-0.06860523,-0.06488437,-0.20631468,-0.01487184,-0.30400878,-0.408216,-0.35570908,-0.56255352,-0.54929382,-0.1589638,-0.44524127,-0.26304519,-0.52843177]","[0.13772266,0.0958465,0.08679844,0.05927141,0.05515558,0.04587786,0.04962024,0.04980521,0.04323668,0.05235943,0.03921248,0.03533196,0.0372367,0.03027888,0.03068304,0.04533322,0.0340477,0.04085212,0.03132988]"
final_eval,test,last,,27,device-00000079,2026-05-16 00:08:38,备忘录|WPS|备忘录|WPS,"[4,2,4,2]",4,备忘录,2,WPS,0,0.12748073,2,"[""WPS"",""备忘录"",""华为浏览器""]","[0,2,1]","[0.12748073,0.1220926,0.11676744]","[0.89462346,0.85143799,0.80684251]","[0.89462346,0.80684251,0.85143799,0.24831891,0.04087936,-0.18403032,-0.08547797,-0.10859893,-0.47539088,-0.15281007,-0.33742231,-0.39045188,-0.3615067,-0.72122967,-0.683716,-0.20408128,-0.5094654,-0.34229946,-0.68243194]","[0.12748073,0.11676744,0.1220926,0.06679717,0.05428354,0.0433502,0.04784008,0.04674666,0.03239328,0.04472496,0.03718552,0.03526496,0.03630063,0.02533311,0.02630149,0.04248965,0.03130808,0.0370046,0.02633529]"
final_eval,test,last,,28,device-00000079,2026-05-16 00:08:38,备忘录|WPS|备忘录|WPS|备忘录,"[4,2,4,2,4]",5,WPS,0,WPS,0,0.16209696,1,"[""WPS"",""华为浏览器"",""备忘录""]","[0,1,2]","[0.16209696,0.10109072,0.09567282]","[1.13237774,0.66020137,0.60511726]","[1.13237774,0.66020137,0.60511726,0.13268961,0.00419313,-0.17144305,-0.09673239,-0.10567866,-0.26647183,-0.05548405,-0.3748087,-0.4416213,-0.41218257,-0.65139651,-0.63363814,-0.21424146,-0.49087259,-0.27042225,-0.61935812]","[0.16209696,0.10109072,0.09567282,0.05965074,0.05245786,0.04400811,0.04742192,0.04699956,0.04001863,0.0494189,0.03590973,0.0335889,0.03459241,0.02723275,0.02772068,0.04216436,0.03197468,0.03986086,0.02811937]"
final_eval,test,last,,29,device-00000079,2026-05-16 00:08:42,备忘录|WPS|备忘录|WPS|备忘录|WPS,"[4,2,4,2,4,2]",6,备忘录,2,WPS,0,0.1405282,2,"[""WPS"",""备忘录"",""华为浏览器""]","[0,2,1]","[0.1405282,0.13011535,0.11828735]","[1.00699973,0.93001288,0.83470839]","[1.00699973,0.83470839,0.93001288,0.25590605,0.02297978,-0.18102798,-0.10469988,-0.1232265,-0.5153029,-0.18348786,-0.37594247,-0.41795754,-0.39425743,-0.7668342,-0.72923094,-0.218807,-0.53304821,-0.34874237,-0.73884946]","[0.1405282,0.11828735,0.13011535,0.06630826,0.0525302,0.04283607,0.04623369,0.04538501,0.0306645,0.04273082,0.03525002,0.03379967,0.03461029,0.02384499,0.02475872,0.04124795,0.03012515,0.03622198,0.02452172]"
final_eval,test,last,,30,device-00000079,2026-05-16 00:08:45,备忘录|WPS|备忘录|WPS|备忘录|WPS|备忘录,"[4,2,4,2,4,2,4]",7,WPS,0,WPS,0,0.17288324,1,"[""WPS"",""华为浏览器"",""备忘录""]","[0,1,2]","[0.17288324,0.10204893,0.09883668]","[1.20517623,0.67801219,0.64602858]","[1.20517623,0.67801219,0.64602858,0.14062935,-0.01335869,-0.17587806,-0.10915758,-0.11658525,-0.29172903,-0.07195991,-0.40219161,-0.45511383,-0.43617737,-0.68276167,-0.66142672,-0.23331976,-0.50638884,-0.27073377,-0.6542837]","[0.17288324,0.10204893,0.09883668,0.05962468,0.05111518,0.04344788,0.04644565,0.04610194,0.03869503,0.04820585,0.0346483,0.03286231,0.03349053,0.0261717,0.02673607,0.04102249,0.03121977,0.03951603,0.02692773]"
final_eval,test,last,,31,device-00000079,2026-05-16 00:09:01,备忘录|WPS|备忘录|WPS|备忘录|WPS|备忘录|WPS,"[4,2,4,2,4,2,4,2]",8,备忘录,2,WPS,0,0.14648078,2,"[""WPS"",""备忘录"",""华为浏览器""]","[0,2,1]","[0.14648078,0.13313083,0.11810857]","[1.05465186,0.95908999,0.83936191]","[1.05465186,0.83936191,0.95908999,0.25796473,0.0132862,-0.17617506,-0.11355536,-0.12660867,-0.53275013,-0.19597766,-0.39218235,-0.43050033,-0.40865046,-0.78364968,-0.74494517,-0.2229515,-0.5412429,-0.3499963,-0.76159811]","[0.14648078,0.11810857,0.13313083,0.06603647,0.05170366,0.04277986,0.04554437,0.04495373,0.02994889,0.04194104,0.03446899,0.03317319,0.033906,0.02330325,0.02422287,0.04082485,0.02969562,0.03595421,0.02382283]"
final_eval,test,last,,32,device-00000079,2026-05-16 00:09:52,备忘录|WPS|备忘录|WPS|备忘录|WPS|备忘录|WPS|备忘录,"[4,2,4,2,4,2,4,2,4]",9,WPS,0,WPS,0,0.17765956,1,"[""WPS"",""华为浏览器"",""备忘录""]","[0,1,2]","[0.17765956,0.10216814,0.10005505]","[1.23610687,0.68285763,0.66195828]","[1.23610687,0.68285763,0.66195828,0.14365172,-0.02226483,-0.17562035,-0.11503352,-0.11947671,-0.30275598,-0.07890811,-0.41380355,-0.46158057,-0.446769,-0.69503874,-0.67151982,-0.24051934,-0.5126105,-0.27019826,-0.66866964]","[0.17765956,0.10216814,0.10005505,0.0595856,0.05047597,0.04329954,0.04600402,0.04580007,0.03813019,0.04769632,0.03412256,0.03253062,0.03301603,0.02575744,0.02637041,0.04057869,0.03091223,0.03939205,0.02644567]"
final_eval,test,last,,33,device-00000079,2026-05-16 00:12:03,备忘录|WPS|备忘录|WPS|备忘录|WPS|备忘录|WPS|备忘录|WPS,"[4,2,4,2,4,2,4,2,4,2]",10,备忘录,2,WPS,0,0.14921099,2,"[""WPS"",""备忘录"",""华为浏览器""]","[0,2,1]","[0.14921099,0.13435283,0.11779776]","[1.07568836,0.97079641,0.83929628]","[1.07568836,0.83929628,0.97079641,0.25850022,0.0082636,-0.17259908,-0.11788969,-0.12707162,-0.54076213,-0.20124221,-0.39955378,-0.43671453,-0.4150629,-0.79042602,-0.75075793,-0.22417293,-0.54457027,-0.3500047,-0.7713843]","[0.14921099,0.11779776,0.13435283,0.06590229,0.05131261,0.04282294,0.04523103,0.04481762,0.02963366,0.04161376,0.03412804,0.03288309,0.03360282,0.02308648,0.02402068,0.04067038,0.02952103,0.03586164,0.0235303]"
final_eval,test,last,,34,device-00000079,2026-05-16 00:12:06,备忘录|WPS|备忘录|WPS|备忘录|WPS|备忘录|WPS|备忘录|WPS|备忘录,"[4,2,4,2,4,2,4,2,4,2,4]",11,WPS,0,WPS,0,0.17982578,1,"[""WPS"",""华为浏览器"",""备忘录""]","[0,1,2]","[0.17982578,0.10213757,0.10056376]","[1.24985254,0.68418455,0.66865599]","[1.24985254,0.68418455,0.66865599,0.14483461,-0.02681426,-0.17456706,-0.1179875,-0.12012363,-0.3077327,-0.08189129,-0.41904473,-0.46494344,-0.45156527,-0.70027101,-0.67543262,-0.24346846,-0.51533693,-0.26963747,-0.67493939]","[0.17982578,0.10213757,0.10056376,0.05955919,0.05016521,0.04327473,0.04579379,0.04569607,0.03787924,0.04747697,0.03388903,0.03236872,0.03280466,0.02558139,0.02622475,0.04039345,0.03077797,0.0393501,0.02623768]"
final_eval,test,last,,35,device-00000079,2026-05-16 00:12:10,备忘录|WPS|备忘录|WPS|备忘录|WPS|备忘录|WPS|备忘录|WPS|备忘录|WPS,"[4,2,4,2,4,2,4,2,4,2,4,2]",12,备忘录,2,WPS,0,0.15048479,2,"[""WPS"",""备忘录"",""华为浏览器""]","[0,2,1]","[0.15048479,0.13488275,0.11757518]","[1.08529615,0.97584009,0.83851212]","[1.08529615,0.83851212,0.97584009,0.25857005,0.00567757,-0.17030483,-0.12011953,-0.12684655,-0.54455775,-0.20350978,-0.40303561,-0.43995029,-0.41794026,-0.79335719,-0.7529918,-0.22452947,-0.54602891,-0.3497026,-0.77579832]","[0.15048479,0.11757518,0.13488275,0.06583397,0.05112346,0.04287381,0.04508034,0.0447781,0.02948873,0.04147356,0.03397178,0.03274059,0.0334692,0.02299343,0.02394056,0.04061089,0.02944538,0.03583279,0.02340074]"
final_eval,test,last,,36,device-00000079,2026-05-16 00:12:11,备忘录|WPS|备忘录|WPS|备忘录|WPS|备忘录|WPS|备忘录|WPS|备忘录|WPS|备忘录,"[4,2,4,2,4,2,4,2,4,2,4,2,4]",13,WPS,0,WPS,0,0.18083213,1,"[""WPS"",""华为浏览器"",""备忘录""]","[0,1,2]","[0.18083213,0.10209519,0.10079043]","[1.2561692,0.68450564,0.67164344]","[1.2561692,0.68450564,0.67164344,0.14527768,-0.02916035,-0.17364399,-0.11953471,-0.12014259,-0.31003889,-0.08317798,-0.42151171,-0.46676764,-0.45377409,-0.70264977,-0.67701823,-0.24475881,-0.51660877,-0.26920095,-0.6777882]","[0.18083213,0.10209519,0.10079043,0.05954174,0.05001083,0.04328283,0.04568935,0.04566158,0.03776418,0.04738104,0.03378065,0.03228595,0.0327082,0.02550183,0.02616393,0.04031167,0.03071623,0.03933832,0.02614379]"
final_eval,test,last,,37,device-00000079,2026-05-16 00:12:15,备忘录|WPS|备忘录|WPS|备忘录|WPS|备忘录|WPS|备忘录|WPS|备忘录|WPS|备忘录|WPS,"[4,2,4,2,4,2,4,2,4,2,4,2,4,2]",14,备忘录,2,WPS,0,0.15108953,2,"[""WPS"",""备忘录"",""华为浏览器""]","[0,2,1]","[0.15108953,0.13512571,0.11743817]","[1.0898,0.97813296,0.83783942]","[1.0898,0.83783942,0.97813296,0.25850704,0.00434612,-0.16890679,-0.12130283,-0.12653172,-0.54639894,-0.20450088,-0.4047254,-0.44169277,-0.41923553,-0.79469794,-0.75387138,-0.22461359,-0.54670084,-0.34939435,-0.77785969]","[0.15108953,0.11743817,0.13512571,0.06579735,0.05103026,0.04291261,0.04500483,0.04477011,0.02941997,0.04141204,0.0338977,0.03266747,0.03340939,0.0229513,0.02390772,0.04058746,0.02941109,0.03582616,0.02334103]"
final_eval,test,last,,38,device-00000079,2026-05-16 00:12:19,备忘录|WPS|备忘录|WPS|备忘录|WPS|备忘录|WPS|备忘录|WPS|备忘录|WPS|备忘录|WPS|备忘录,"[4,2,4,2,4,2,4,2,4,2,4,2,4,2,4]",15,WPS,0,WPS,0,0.18130961,1,"[""WPS"",""华为浏览器"",""备忘录""]","[0,1,2]","[0.18130961,0.10206453,0.10089681]","[1.25914598,0.6845451,0.67303813]","[1.25914598,0.6845451,0.67303813,0.1454228,-0.03038067,-0.17299834,-0.12036684,-0.12001722,-0.31113094,-0.08373331,-0.42271182,-0.46778074,-0.45480448,-0.70378441,-0.67768568,-0.24535033,-0.51723611,-0.26890445,-0.67912334]","[0.18130961,0.10206453,0.10089681,0.05953015,0.04993286,0.04329607,0.04563584,0.0456518,0.03771015,0.04733863,0.03372867,0.03224231,0.03266342,0.02546425,0.02613759,0.04027415,0.03068654,0.03933661,0.02610004]"
final_eval,test,last,,39,device-00000094,2026-05-04 23:17:35,剪映,[12],1,微信,3,哔哩哔哩,7,0.07159819,6,"[""哔哩哔哩"",""WPS"",""抖音""]","[7,0,6]","[0.07159819,0.06708288,0.05989622]","[0.27229783,0.20715699,0.09384151]","[0.20715699,-0.08862891,0.06548807,0.04052987,-0.09314721,0.06237307,0.09384151,0.27229783,-0.20737019,-0.04579804,-0.09467184,0.00611129,-0.3045156,-0.18068199,-0.22207597,-0.02626714,-0.00525284,-0.20025352,-0.15922168]","[0.06708288,0.04990609,0.05822181,0.05678668,0.0496811,0.05804073,0.05989622,0.07159819,0.04431848,0.05209005,0.04960542,0.05486542,0.04021565,0.04551719,0.04367151,0.05311741,0.05424545,0.04463501,0.04650456]"
final_eval,test,last,,40,device-00000094,2026-05-07 20:04:21,备忘录,[4],1,WPS,0,WPS,0,0.08971044,1,"[""WPS"",""华为浏览器"",""备忘录""]","[0,1,2]","[0.08971044,0.07165939,0.06338761]","[0.51290429,0.28824121,0.16558544]","[0.51290429,0.28824121,0.16558544,0.02131892,0.06147591,-0.05240984,-0.01121944,0.0800637,-0.06990828,0.08606992,-0.11832032,-0.28630191,-0.21485159,-0.2854811,-0.27742651,0.00930883,-0.26796556,-0.20078778,-0.27927306]","[0.08971044,0.07165939,0.06338761,0.05487193,0.05712026,0.05097183,0.05311522,0.05819193,0.05008766,0.05854249,0.04772057,0.04034151,0.0433294,0.04037464,0.04070115,0.05421685,0.04108805,0.04394308,0.04062606]"
final_eval,test,last,,41,device-00000094,2026-05-09 19:15:29,钉钉,[15],1,哔哩哔哩,7,mindmaster,15,0.06316783,2,"[""mindmaster"",""哔哩哔哩"",""华为音乐""]","[15,7,4]","[0.06316783,0.06155376,0.05859858]","[0.15195377,0.12606955,0.076869]","[0.07617242,-0.07705048,-0.03605506,0.03387923,0.076869,0.00672518,-0.07055563,0.12606955,0.01907108,-0.00126571,-0.09723938,-0.11895788,-0.04362854,-0.20860988,-0.15091501,0.15195377,-0.0493511,-0.11493814,-0.19556232]","[0.05855777,0.05023897,0.05234133,0.05613282,0.05859858,0.05462909,0.05056632,0.06155376,0.05530772,0.0541943,0.04923487,0.04817709,0.05194642,0.04404587,0.04666182,0.06316783,0.05165,0.04837114,0.04462432]"
final_eval,test,last,,42,device-00000100,2026-05-01 07:44:43,华为音乐,[6],1,华为浏览器,1,WPS,0,0.06760579,5,"[""WPS"",""华为视频"",""哔哩哔哩""]","[0,5,7]","[0.06760579,0.06420808,0.05801192]","[0.238914,0.18734938,0.08586904]","[0.238914,0.05297065,0.02051903,0.00647135,0.0255587,0.18734938,0.01990644,0.08586904,-0.09646695,0.0306989,0.03073226,-0.14133199,-0.07435831,-0.10631856,-0.17755884,-0.13306344,0.05319493,-0.14382206,-0.23478298]","[0.06760579,0.05613448,0.05434207,0.05358402,0.05461662,0.06420808,0.05430879,0.05801192,0.04834257,0.05489808,0.05489992,0.04622162,0.04942327,0.04786866,0.04457712,0.04660539,0.05614707,0.04610667,0.04209785]"
final_eval,test,last,,43,device-00000134,2026-05-05 23:03:23,华为浏览器,[3],1,WPS,0,WPS,0,0.0809985,1,"[""WPS"",""微信"",""华为浏览器""]","[0,3,1]","[0.0809985,0.06947647,0.06564708]","[0.40398413,0.25054166,0.19384673]","[0.40398413,0.19384673,0.02805375,0.25054166,-0.01133633,-0.07104757,0.04564459,0.11761377,-0.06556895,-0.02245101,-0.20272967,-0.12861072,-0.27762192,-0.2018494,-0.26994151,-0.07231759,-0.12073218,-0.21187642,-0.22190216]","[0.0809985,0.06564708,0.05561763,0.06947647,0.05346943,0.05037016,0.05660464,0.06082861,0.05064688,0.05287843,0.04415547,0.04755256,0.04096936,0.04419435,0.04128524,0.05030623,0.04792869,0.04375343,0.04331696]"
final_eval,test,last,,44,device-00000134,2026-05-05 23:29:33,华为浏览器|WPS,"[3,2]",2,华为浏览器,1,华为浏览器,1,0.10245007,1,"[""华为浏览器"",""WPS"",""备忘录""]","[1,0,2]","[0.10245007,0.08541696,0.08537216]","[0.62525898,0.4434281,0.44290355]","[0.4434281,0.62525898,0.44290355,0.30352035,0.05967831,-0.18687598,0.03188429,-0.01611316,-0.2965149,-0.05947644,-0.2981011,-0.20277447,-0.3298617,-0.5703547,-0.53120404,-0.22478905,-0.2947138,-0.33106247,-0.4842687]","[0.08541696,0.10245007,0.08537216,0.07426478,0.05819473,0.04547854,0.05659954,0.05394707,0.04075594,0.05165774,0.04069135,0.04476122,0.03941927,0.03099302,0.03223048,0.04378658,0.04082941,0.03937197,0.03377929]"
final_eval,test,last,,45,device-00000134,2026-05-05 23:29:33,华为浏览器|WPS|华为浏览器,"[3,2,3]",3,WPS,0,WPS,0,0.11271004,1,"[""WPS"",""华为浏览器"",""微信""]","[0,1,3]","[0.11271004,0.09479363,0.08081584]","[0.73241609,0.55929977,0.39977056]","[0.73241609,0.55929977,0.27479556,0.39977056,-0.0526426,-0.15213625,0.04718024,0.0023345,-0.20155331,-0.09891083,-0.36395231,-0.24074766,-0.38051742,-0.50479954,-0.53046894,-0.25540027,-0.27100655,-0.33459938,-0.46642593]","[0.11271004,0.09479363,0.07132152,0.08081584,0.05140626,0.04653786,0.05680263,0.05431155,0.044294,0.04908196,0.03765441,0.0425915,0.0370358,0.03270745,0.03187855,0.04197197,0.04132203,0.03877606,0.03398694]"
final_eval,test,last,,46,device-00000134,2026-05-06 10:51:59,备忘录,[4],1,WPS,0,WPS,0,0.08971044,1,"[""WPS"",""华为浏览器"",""备忘录""]","[0,1,2]","[0.08971044,0.07165939,0.06338761]","[0.51290429,0.28824121,0.16558544]","[0.51290429,0.28824121,0.16558544,0.02131892,0.06147591,-0.05240984,-0.01121944,0.0800637,-0.06990828,0.08606992,-0.11832032,-0.28630191,-0.21485159,-0.2854811,-0.27742651,0.00930883,-0.26796556,-0.20078778,-0.27927306]","[0.08971044,0.07165939,0.06338761,0.05487193,0.05712026,0.05097183,0.05311522,0.05819193,0.05008766,0.05854249,0.04772057,0.04034151,0.0433294,0.04037464,0.04070115,0.05421685,0.04108805,0.04394308,0.04062606]"
final_eval,test,last,,47,device-00000134,2026-05-18 01:16:00,华为视频,[7],1,备忘录,2,WPS,0,0.06934109,11,"[""WPS"",""华为视频"",""哔哩哔哩""]","[0,5,7]","[0.06934109,0.06846151,0.06066411]","[0.29817939,0.28541347,0.1644941]","[0.29817939,0.04557058,-0.02868778,0.14289367,0.14310259,0.28541347,0.16163646,0.1644941,0.09409276,0.10849963,-0.07100647,-0.28519806,-0.10359421,-0.2001144,-0.1188909,-0.02399483,-0.03915326,-0.16259456,-0.2468778]","[0.06934109,0.05386219,0.05000737,0.05936779,0.0593802,0.06846151,0.060491,0.06066411,0.05654015,0.05736061,0.04793528,0.03869306,0.04639836,0.04212932,0.04569401,0.05024261,0.04948675,0.04374003,0.04020456]"
final_eval,test,last,,48,device-00000134,2026-05-18 01:16:04,华为视频|备忘录,"[7,4]",2,华为邮箱,9,WPS,0,0.09531251,8,"[""WPS"",""华为视频"",""华为浏览器""]","[0,5,1]","[0.09531251,0.06755362,0.06441901]","[0.60294038,0.25870115,0.21118802]","[0.60294038,0.21118802,0.13493742,0.09365537,0.20057321,0.25870115,0.08279423,0.05978221,0.07087114,0.07456443,-0.15998551,-0.40262878,-0.25197688,-0.36775193,-0.31258991,0.00435878,-0.22643313,-0.17841196,-0.36810753]","[0.09531251,0.06441901,0.05968962,0.05727568,0.06373882,0.06755362,0.05665696,0.05536806,0.05598545,0.0561926,0.04444423,0.03486878,0.04053816,0.03610635,0.03815401,0.05238286,0.041587,0.04363278,0.03609351]"
final_eval,test,last,,49,device-00000136,2026-05-03 19:03:44,华为音乐,[6],1,微信,3,WPS,0,0.06760579,11,"[""WPS"",""华为视频"",""哔哩哔哩""]","[0,5,7]","[0.06760579,0.06420808,0.05801192]","[0.238914,0.18734938,0.08586904]","[0.238914,0.05297065,0.02051903,0.00647135,0.0255587,0.18734938,0.01990644,0.08586904,-0.09646695,0.0306989,0.03073226,-0.14133199,-0.07435831,-0.10631856,-0.17755884,-0.13306344,0.05319493,-0.14382206,-0.23478298]","[0.06760579,0.05613448,0.05434207,0.05358402,0.05461662,0.06420808,0.05430879,0.05801192,0.04834257,0.05489808,0.05489992,0.04622162,0.04942327,0.04786866,0.04457712,0.04660539,0.05614707,0.04610667,0.04209785]"
final_eval,test,last,,50,device-00000136,2026-05-03 19:10:40,华为音乐|微信,"[6,5]",2,哔哩哔哩,7,WPS,0,0.08382976,8,"[""WPS"",""华为浏览器"",""华为音乐""]","[0,1,4]","[0.08382976,0.0786856,0.06533507]","[0.45272893,0.38940108,0.20346981]","[0.45272893,0.38940108,0.11474198,0.08817964,0.20346981,0.18015651,0.07276746,0.06504381,-0.15222658,-0.00146014,-0.10335623,-0.21625757,-0.17291176,-0.27412951,-0.34910506,-0.22766018,-0.1718937,-0.30460158,-0.3799341]","[0.08382976,0.0786856,0.05978777,0.05822058,0.06533507,0.06382951,0.05733015,0.05688905,0.04577933,0.05322877,0.04807214,0.04293991,0.0448421,0.04052543,0.03759812,0.04245306,0.04488777,0.03930916,0.03645669]"
final_eval,test,last,,51,device-00000136,2026-05-03 19:11:35,华为音乐|微信|哔哩哔哩,"[6,5,10]",3,备忘录,2,WPS,0,0.08212792,6,"[""WPS"",""华为浏览器"",""华为音乐""]","[0,1,4]","[0.08212792,0.06868105,0.06688906]","[0.44308347,0.26427877,0.23784086]","[0.44308347,0.26427877,0.11596036,0.08903004,0.23784086,0.16397695,0.1045026,0.12295818,-0.14982525,-0.07745295,-0.14910389,-0.2452504,-0.02641292,-0.21656963,-0.31145427,-0.1306861,-0.025704,-0.29710022,-0.4100689]","[0.08212792,0.06868105,0.05921382,0.05764045,0.06688906,0.06212644,0.05853924,0.05962964,0.04539352,0.04880055,0.04542628,0.04126209,0.05135599,0.04246265,0.03861884,0.04627068,0.05139241,0.03917718,0.03499222]"
final_eval,test,last,,52,device-00000136,2026-05-03 19:13:15,华为音乐|微信|哔哩哔哩|备忘录,"[6,5,10,4]",4,华为视频,5,WPS,0,0.09746522,5,"[""WPS"",""华为浏览器"",""华为音乐""]","[0,1,4]","[0.09746522,0.07836165,0.0680588]","[0.61081654,0.39265567,0.25169289]","[0.61081654,0.39265567,0.18419608,0.07601415,0.25169289,0.1142053,0.05275441,0.03295714,-0.02994408,0.00609746,-0.13203996,-0.34829849,-0.2187883,-0.38498354,-0.42137462,-0.12785466,-0.19248948,-0.30403927,-0.41881993]","[0.09746522,0.07836165,0.06361665,0.05709367,0.0680588,0.05931631,0.05578101,0.05468755,0.0513536,0.05323821,0.04636937,0.03735178,0.04251644,0.03600635,0.0347196,0.04656385,0.0436494,0.03904207,0.03480841]"
